id,text,author_username,author_id,created_at,like_count,reply_count,retweet_count,quote_count,bookmark_count,impression_count,lang,conversation_id,hashtags,mentions,x_fetched_at,source_pack,source_type
1964649636196692250,"@PNS_Ababil Iya, malah nambahin tugas guru, bagi2 MBG, bagi2 buah/pisang, kalau tidak habis di pisah masukin wadah/kresek makanan sisanya, hitung rantangnnya biar ngak hilang dan suruh ganti...",bakanosan1,1604650474724265985,2025-09-07 11:19:09,13,0,0,0,0,1529,in,1964632856619258322,[],"[""@PNS_Ababil""]",2025-09-13 16:22:08,tray_umum_objek,csv
1964935555688595909,ada benernya nih 🙂 piket MBG harus memastikan rantang ataupun ompreng utuh tetap jumlahnya,pnggunaskitar_,327195457,2025-09-08 06:15:17,0,0,0,0,0,27,in,1964935555688595909,[],[],2025-09-13 16:23:49,tray_umum_objek,csv
1969287629872250902,"Kalau gue inget-inget pelajaran kimia sewaktu SMA, wajar sih ada hipotesis bahwa food tray yang saat ini banyak digunakan jadi salah satu potensi penyebab keracunan. Kalau ga salah, sebagian tray punya grade stainless steel 201 yang sebenarnya ini tuh kurang tahan sama lingkungan lembab, garam, atau panas tinggi karena kandungan mangan tinggi (5,5–7,5%), nikel rendah (3,5–5,5%), & kromium cuma (16–18%).

Tray MBG sudah pasti tuh kan sering terpapar air, deterjen, & residu makanan, yang secara teknis bisa merusak lapisan oksida kromium. Ada reaksi elektrokimia yaitu Fe + O2 + H2O → Fe(OH)2, alias membentuk Fe2O3 (karat). Hasilnya, timbul proses kontaminasi dari leaching logam di tray ke makanan. Mungkin pemikiran ini salah, tapi—

1. Menu MBG kan kadang ada sayur, buah, atau sausnya, yang sebenarnya itu semua bisa aja bersifat asam. Makanan asam (pH < 4,5, kayak tomat, jeruk, atau cuka) bahkan mempercepat korosi tray 201 melalui reaksi H+ dengan lapisan oksida, bikin leaching ion mangan (Mn), nikel (Ni), & kromium (Cr). Sialnya, mangan berlebih bisa bikin gangguan neurologis (tremor, kekakuan otot), sementara kontaminasi nikel memicu alergi kulit atau masalah pernapasan jangka panjang. Jadi apakah set menu super minimalis yang selama ini membagongkan kita ternyata tujuannya adalah supaya anak-anak ga terkontaminasi berlebih? 😵‍💫

2. Makanan panas (misal nasi atau sup) mengeluarkan energi thermal yang memfasilitasi difusi ion dari matriks logam. Ini bisa mempercepat laju migrasi ion sampai 10 kali lipat. Bisa aja proses ini bikin kemunculan timbal (Pb) yang lebih dari 0,01 mg/kg di tray 201. Kalau kita cek kadar ini sudah melebihi batas aman yang ditetapkan sama BPOM.

3. Kira-kira apa yang biasa kita pakai buat nyuci piring? Yak betul. Spons & sabun cuci piring. Kalau pencucian tray 201 memakai spons abrasif atau deterjen kuat (misal mengandung asam sitrat) maka lapisan pasivasi (Cr2O3) bisa terkikis sehingga mempercepat korosi. Bayangkan kalau ada dapur yang mencuci secara massal tanpa prosedur standar. Goresan atau penyok pada tray bisa bikin area tersebut menjadi anoda dalam sel korosi yang mempercepat leaching.

By the way, karena penerima manfaat MBG adalah anak-anak, maka tingkat kerentanannya lebih besar dan reaksi yang timbul bisa lebih cepat, karena metabolisme anak lebih tinggi dibanding orang dewasa.

Lalu bagaimana dengan kasus keracunan yang disebabkan bakteri kayak Salmonella atau E. Coli? Ini mungkin banget dan bisa kita kategorikan sebagai kontaminasi sekunder dari tray rusak atau treatment bahan makanan yang ga sesuai standar higienis. Cuma untuk kemungkinan ini, variabelnya lebih banyak, termasuk variabel ga terduga kayak tingkat imunitas seseorang.

Jadi gmn dong supaya anak-anak ga keracunan MBG? Jawabannya sungguh sederhana wahai bapak ibu sekalian. Intinya dimulai dengan bangun lebih pagi lagi wkwk.",jisatorio,1414492515143622662,2025-09-20 06:28:53,0,0,0,0,0,20,in,1969287629872250902,[],[],2025-09-25 11:10:57,tray_umum_objek,csv
1959911350970560650,"Coba tebak-tebakan, kenapa tray MBG yg dibeli dari china dipaksakan pakai label Made in indonesia?

Apakah keracunan diberbagai daerah ada hubungannya dengan zat berbahaya di tray makanan ini? https://t.co/jPhNUGZYSO",barengwarga,1850558971779956736,2025-08-25 09:30:54,2529,53,861,80,273,61532,in,1959911350970560650,[],[],2025-08-25 11:26:24,tray_umum_objek,csv
1970510544273842672,"@gundammecha1 @olie9arki Negara lain sibuk inovasi, disini malah ngurusi ompreng MBG proyek gajelas dan nyulik aktivis. Cupu.",troublemaekers,970269609059262465,2025-09-23 15:28:18,2,0,0,0,1,95,in,1970054275377332563,[],"[""@gundammecha1"",""@olie9arki""]",2025-09-24 17:04:34,tray_umum_objek,csv
1959965853568622952,"TONIGHT 🔴LIVE @ 20.30 WIB 
🎬: https://t.co/VWRSwj83S0

Spicy Talk malam ini kita bakal bahas demo sus di Jakarta, update udang radioaktif, gue cerita iri dan dengki gue terhadap scavenger hunt-nya Zohran Mamdani dan...tray MBG mengandum minyak babi??? https://t.co/zj0qxL6h4W",tilehopper,1249662133916192768,2025-08-25 13:07:28,13,1,4,0,1,1116,in,1959965853568622952,[],[],2025-10-24 07:14:51,tray_umum_objek,csv
1978225159799476571,Tolong koreksi kalo gue salah. Tp belio ini bikin video kek gini juga gak pas pesantren ambruk? Korupsi kuota haji? Pas nama NU disangkutpautin sama tambang? Pas tray MBG ada minyak babinya??????,lokastiti,16882586,2025-10-14 22:23:26,3,0,1,0,0,185,in,1978225159799476571,[],[],2025-10-20 23:08:50,tray_umum_objek,csv
1974061009150361997,"Soal Isu Minyak Babi, BPJPH Sebut Food Tray MBG Halal  https://t.co/6RmEUj9JyE",BloombergTZ,1582972008479920129,1759487795,0,0,1,0,0,124,in,1974061009150361997,,,,tray_umum_objek,yaml_fast
2045470035653890389,@xrigadir @_ Diem lu ompreng mbg,woohshik,881534466,1776513034,0,1,0,0,0,16,in,2045466212717769072,,,,tray_umum_objek,yaml_fast
2045515136648261754,@wahabi92013848 @MiskinTV_ Ngomong apa sih,Temon84694331,1063256720951001089,1776523787,0,0,0,0,0,25,in,2045276713756889410,,,,tray_umum_objek,yaml_fast
2045552578038243837,HAh Anjg gw mimpiin apa ya apa gw brusan liat sesuatu gw lupa tp somebody looked sm like victoria neuman,gojonegoro,1824035066781253632,1776532713,0,0,0,0,0,11,in,2045552578038243837,,,,tray_umum_objek,yaml_fast
1973933197684846601,"SPPG Polri telah menerapkan sistem sanitasi ketat untuk memastikan program MBG higienis. Proses pencucian alat masak dan ompreng atau food tray MBG dilakukan dengan membersihkn sisa makanan hingga memanaskannya di dalam oven.
#LanjutkanMBG 

Bjorka Pigai Tele Totobrut Carey Irfan https://t.co/YnPjaUvSWj",ExxaLatifa,1307860511317352450,1759457322,1,0,0,0,0,474,in,1973933197684846601,,,,tray_umum_objek,yaml_fast
2045159767757533202,SIAP MENGAMBIL OMPRENG MBG DENGAN SEMANGAT 45!!! https://t.co/GHoygfBUD4,woonhakn,768117751483203584,1776439060,0,0,0,0,0,149,in,2045159767757533202,,,,tray_umum_objek,yaml_fast
1977373868399394940,"Isu Minyak Babi di Foof Tray MBG, Badan Gizi Nasional Libatkan Majelis Tarjih https://t.co/XDPgm3eQXu",KabarMuh_ID,1481296968731459592,1760277642,7,2,0,0,0,458,in,1977373868399394940,,,,tray_umum_objek,yaml_fast
2045540439185649728,@_jaehoney_ hnggg iya tincasenya bikin inget ompreng mbg🥺,chemikeul,1622314773907124226,1776529819,0,1,0,0,0,14,in,2045521263238738239,,,,tray_umum_objek,yaml_fast
1979463643042582789,"Yukk bergabung dan ikut berkontribusi  dalam Forum Makan Bergizi Gratis (MBG) menjadi wadah kolaborasi bagi siapa pun yg peduli terhadap program gizi dan kesejahteraan masyarakat.
🔗 https://t.co/Zed9pu0vo2

#ForumMBG #LanjutkanMBG
.
Timothy JOSSGAWIN IN LOS ANGELES #JG1STFMINLA",ExxaLatifa,1307860511317352450,1760775883,0,0,0,0,0,176,in,1979463643042582789,,,,tray_umum_objek,yaml_fast
2045486168436093061,Vibes lu kayak ompreng mbg soalnya,TAERIYAKll,1428585148958736384,1776516880,0,1,0,0,0,48,in,2045486168436093061,,,,tray_umum_objek,yaml_fast
2045505027134128163,ngantri ambil ompreng mbg kah guys? https://t.co/GnRFPv5smb,g0ruyeon,1763370681159516160,1776521376,0,1,0,1,0,112,in,2045505027134128163,,,,tray_umum_objek,yaml_fast
2045509164202643713,@iyandoras ompreng mbg tapi isinya woonhak??,iyyam04z,1780604203628703744,1776522363,0,0,0,0,0,37,in,2045493665506992498,,,,tray_umum_objek,yaml_fast
2045535706815336859,Physically men but... au ah takut jadi ompreng mbg,akkr19m,1240500597381459968,1776528691,0,0,0,0,0,17,in,2045535706815336859,,,,tray_umum_objek,yaml_fast
2045331412610625681,"@shutuppleasey @menuembegejelek Di minggu ini baru kejadian di kelasku, karena MBG ini sungguh menyita waktu guru kelas dan guru mapel yang udah kepotong 10 menit dan untuk berberes ompreng di kelas, datanglah orang bagian MBG mau bikin konten setelah kami tahfizh di kelas dan itu buat kesel ga kuramahin lantak",tiasshm,1285867339322241024,1776479983,11,0,0,0,0,2661,in,2044994182289502218,,,,tray_umum_objek,yaml_fast
2045405732607324379,"Tenaga honorer sekitar 100 - 500 rb / bulan, tukang cuci ompreng MBG 1,5 - 3 JT / bulan. 
Indonesia sakit
Pemimpinnya sakit
Penerima MBG keracunan
@prabowo 
@DPR_RI 
@mprgoid",DidiSupard90648,1875670016097656832,1776497703,0,0,0,0,0,13,in,2045405732607324379,,,,tray_umum_objek,yaml_fast
2045542491827699824,@Lavandula211 Coba nyari di pinterest 'ompreng MBG',kipiks,1779048178026967040,1776530309,0,0,0,0,0,11,in,2045507631545213097,,,,tray_umum_objek,yaml_fast
2045529286451564597,Akhirnya ada guna ompreng mbg yang lebih bermanfaat 🙂↕️👍🏽,_junconscious_,1801993707509694464,1776527160,0,0,0,0,0,7,in,2045529286451564597,,,,tray_umum_objek,yaml_fast
2045383150780756138,"Ompreng MBG🗿
#mlbb #mobilelegend https://t.co/cFfHu8GELA",bangjohnmlbb,1879096057227026433,1776492319,0,0,0,0,0,21,in,2045383150780756138,,,,tray_umum_objek,yaml_fast
2045017529404571741,@sainthoIe @decawarrna berubah jd ompreng mbg,deadlyscen3,1988561512445943808,1776405148,0,0,0,0,0,11,in,2044974773156167942,,,,tray_umum_objek,yaml_fast
1976783074580181356,"@faizal_abidin @Hak2015iim @tempodotco ya lu liat lah rakyat yang dipekerjakan juga tingkahnya gimana, udah dikasih kerjaan buat proses MBG tapi malah seenaknya nyuci ompreng, masak juga seenaknya, pdhl programnya udah bagus. beda pendapat kok ngatain buzzer, blokkkkk",gabutcuy657,1743254023137107968,1760136786,0,0,0,0,0,10,in,1972617357702119840,,,,tray_umum_objek,yaml_fast
1976751795805602258,"@CNNIndonesia @Anita65219720 Stop MBG, yang hanya menjadi wadah untuk meracuni rakyat oleh para komunis",EMusiran,1604246670027300864,1760129329,0,1,0,0,0,64,in,1976598141563740603,,,,tray_umum_objek,yaml_fast
1976694532332007558,"@sociotalker Lha, sekarang juga gurunya udah disuruh ngitung tray makan mbg. Justru kalau diserahkan ke kantin sekolah malah ada yg mengurus, dan itu bukan guru.",WellyRosadi,79647454,1760115676,0,0,0,0,0,224,in,1976602239398744131,,,,tray_umum_objek,yaml_fast
1976683255111033006,"Hoaks jangan dibiarkan tumbuh subur 🚫
Fakta medis sudah jelas terbukti, ompreng MBG aman buat anak-anak kita ✨
Saatnya fokus pada manfaat, bukan fitnah 💪
#LanjutkanMBG https://t.co/H6BG0zycu7",awwahebot,887484958192926720,1760112987,0,0,0,0,0,21,in,1976683255111033006,,,,tray_umum_objek,yaml_fast
1976666991097458976,"Emang kemaren yg keracunan dan yg cepet basi tuh akar permasalahannya di chef nya ya? Bukan di pendistribusian dan penyimpanan bahan baku? Bukan di pemilihan tempat pengelolaan MBG yg kemaren tray nya sampe nyampur sama air got?

Lalu solusinya hire chef?",merseysideliv,1378874700521033732,1760109110,3,0,2,0,0,161,in,1976666991097458976,,,,tray_umum_objek,yaml_fast
1976439407084536247,@woonjuniee 😭😭 iyaaaa. yg alumunium gitu bukan?? yg kaya ompreng mbg?,aeshin_go,1105486651197775872,1760054849,0,1,0,0,0,55,in,1976438128337686643,,,,tray_umum_objek,yaml_fast
1976439403473232221,"@DakotaGeorgy @prabowo Trus suara dia soal ompreng MBG yg jelas2 ada suratnya terkontaminasi lard gimana? Katanya udah ke cina.
Kok gak ada suaranya?",miayam13rb,1411351072451403783,1760054848,0,0,0,0,0,169,in,1976096116371488794,,,,tray_umum_objek,yaml_fast
1976414660833530240,@ziziiyyy Sekilas kirain tray MBG 🤣,guguguggaa,1757797983012499456,1760048949,0,1,0,0,0,130,in,1975995866516508967,,,,tray_umum_objek,yaml_fast
1976245350697713739,@Homo_sapiens21 Serius? Itu tempat makan MBG ada sertifikat halalnya nggal Haikal?,Schuwandi19,1716101726263242752,1760008583,1,0,0,0,0,53,in,1975794215595753817,,,,tray_umum_objek,yaml_fast
1976215766509945292,"Suami pulang kerja habis mandi kusiapin makannya begini krn emang br dikukus kan gak dipindah di wadah lain, eh katanya kayak jatah makan MBG wkwk
Krn stainless² gt https://t.co/im8TWtNAtF",roepawarna,1957046900,1760001529,0,0,0,0,0,59,in,1976189688319983716,,,,tray_umum_objek,yaml_fast
1976148273028063270,"@ajartwiterran @txtdrimedia Nder, kamu beli makanan dimana pun juga ada penyedap nder😭😭 kok aneh² aja. Yg salah bukan oenyedap di kasus MBG, tp cara penyajian, food tray, dan makanan basi yg bikin org keracunan dan MD",CarolineLukita,1957731982328426496,1759985438,1,1,0,0,0,96,in,1976093756274450595,,,,tray_umum_objek,yaml_fast
1976128060551504073,"@Sanpinaa ompreng MBG lubangnya 5, ini sih 4, tapi ya emg sama sih sekilah hahah",jing_haoo,1631473016713658370,1759980618,0,1,0,0,0,14,in,1975797196592455822,,,,tray_umum_objek,yaml_fast
1976059103228342481,"@ridwanhr anak saya suka minta dibawain plastik buat bawa pulang mbg nya pak gub.
sampai rumah trus dikasih ke ayam🫣😁
jarang banget dia makan mbg nya karena pernah lauk yg di tray dia (yg kebetulan dikasihin ke temannya) ada ulatnya🫣",Kenawhysii,1111830077375811584,1759964178,1,0,0,0,0,406,in,1975873482702680465,,,,tray_umum_objek,yaml_fast
1975953670614450488,"Masih gahabis pikir kok org org bisa ngira mbg disabotase, ada yg ngasih racun, kepentingan politik dll??! I mean, wake up. Dari 1 dapur bisa aja cuma sebagian yg keracunan ya karena waktu distribusinya emg ngga bareng?? Terus jg ompreng yg bisa beda kebersihannya??",ydwsgf,1342426467704168455,1759939041,0,1,0,0,0,70,in,1975953670614450488,,,,tray_umum_objek,yaml_fast
1975940856722137473,"Benar, food tray MBG awalnya impor dari China (dikonfirmasi BPJPH pas cek halal di sana, bebas kandungan babi). Tapi pemerintah lagi dorong produksi lokal lewat penghapusan izin impor bahan baku, biar UMKM bisa bersaing (sumber: https://t.co/26jd4acFBI, Juli 2025). Kemandirian emang proses, ini langkah awal. Kamu punya contoh lain?",grok,1720665183188922368,1759935986,0,1,0,0,0,68,in,1975924455223521397,,,,tray_umum_objek,yaml_fast
1975876662349951091,"Di balik program Makan Bergizi Gratis (MBG), ada kisah sederhana dari Danang Dubra Setyo (18) — pemuda asal Jayanti, Tangerang, yang kini bekerja di dapur MBG bagian cuci ompreng.

“Terima kasih Pak Prabowo atas program ini. Semoga makin banyak lowongan kerja untuk masyarakat,” https://t.co/mJXQdxz7ff",penjagaharapan,1919442948653252608,1759920680,10,14,8,0,0,359,in,1975876662349951091,,,,tray_umum_objek,yaml_fast
1975871126388801919,@hahingang_ @jawafess cangkeme kudu disumpel ompreng mbg,dududidamn,895241908410134528,1759919361,0,0,0,0,0,40,in,1975488023157743908,,,,tray_umum_objek,yaml_fast
1975868533541319105,@Homo_sapiens21 Wadah aluminium untuk MBG itu HALAL nggak @Saudi_Halal @HalalSummit @HalalNation_ @halalcorner,kipyiksamgong,985730749209788416,1759918742,2,0,0,0,0,79,in,1975794215595753817,,,,tray_umum_objek,yaml_fast
1975868043470529017,"@FFOODFESS Bekal aku hari ini, ompreng MBG nya samaan kak ☺️
https://t.co/aBCAbpoiA6",twistie_donut,1055200873,1759918626,0,1,0,0,0,220,in,1975734176948125765,,,,tray_umum_objek,yaml_fast
1975843513280655793,males bgt tweet gw di jump in sama opini begini. yg katanya 'hampir' broke the rules dikasi 'reprimand' loh ya. kalo yg broke the rules dapet apa? ompreng mbg? 😁,calibrinis,1547518042359627776,1759912777,0,0,0,0,0,122,in,1975842396777906333,,,,tray_umum_objek,yaml_fast
1971747355075793050,"@sabuncuci_otak @Mdy_Asmara1701 Di lab sukabumi ditemukan bakteri dan jamur di MBG,di Lebak  ditemukan dapur MBG dgn tumpukan food tray yg kotor bercampur limbah, Sultan HB x mengatakan menu MBG cepat basi, km pernah membayangkan ga, menyiapkan mknan ribuan porsi  utk disantap jam 12 siang itu masaknya jam brp",Dog_ter_Tifu,1787434316320129024,1758936177,2,0,0,0,1,196,in,1971595762669883835,,,,tray_suhu_basi,yaml_fast
1970887943335383281,"Semua orang yang telibat dalam kezaliman MBG mendapat dosanya masing-masing.
Mulai dari tray makanan berlapis lemak babi, makanan basi sampai memberikan racun (UPF) ke anak orang.",emulgator23,1312760278728146945,1758731277,0,0,0,0,0,47,in,1970887943335383281,,,,tray_suhu_basi,yaml_fast
