tweet_id,text_raw,author_username,author_id,created_at,like_count,reply_count,repost_count,quote_count,bookmark_count,impression_count,lang,query_group,query_label,tweet_url,text_clean,text_joined
1964649636196692250,"@PNS_Ababil Iya, malah nambahin tugas guru, bagi2 MBG, bagi2 buah/pisang, kalau tidak habis di pisah masukin wadah/kresek makanan sisanya, hitung rantangnnya biar ngak hilang dan suruh ganti...",bakanosan1,1604650474724265985,2025-09-07 11:19:09,13,0,0,0,0,1529,in,tray,tray_umum_objek,https://x.com/bakanosan1/status/1964649636196692250,iya malah nambahin tugas guru bagi mbg bagi buah pisang kalau tidak habis di pisah masukin wadah kresek makanan sisanya hitung rantangnnya biar ngak hilang dan suruh ganti,iya malah nambahin tugas guru bagi bagi buah pisang tidak habis pisah masukin wadah kresek makan sisa hitung rantangnnya ngak hilang suruh ganti
1964935555688595909,ada benernya nih 🙂 piket MBG harus memastikan rantang ataupun ompreng utuh tetap jumlahnya,pnggunaskitar_,327195457,2025-09-08 06:15:17,0,0,0,0,0,27,in,tray,tray_umum_objek,https://x.com/pnggunaskitar_/status/1964935555688595909,ada benernya nih piket mbg harus memastikan rantang ataupun ompreng utuh tetap jumlahnya,ada benernya piket harus pasti rantang atau ompreng utuh tetap jumlah
1959911350970560650,"Coba tebak-tebakan, kenapa tray MBG yg dibeli dari china dipaksakan pakai label Made in indonesia?

Apakah keracunan diberbagai daerah ada hubungannya dengan zat berbahaya di tray makanan ini? https://t.co/jPhNUGZYSO",barengwarga,1850558971779956736,2025-08-25 09:30:54,2529,53,861,80,273,61532,in,tray,tray_umum_objek,https://x.com/barengwarga/status/1959911350970560650,coba tebak tebakan kenapa tray mbg yg dibeli dari china dipaksakan pakai label made in indonesia apakah keracunan diberbagai daerah ada hubungannya dengan zat berbahaya di tray makanan ini,coba tebak tebak kenapa tray beli china paksa pakai label made indonesia apakah racun bagai daerah ada hubung zat bahaya tray makan
1970510544273842672,"@gundammecha1 @olie9arki Negara lain sibuk inovasi, disini malah ngurusi ompreng MBG proyek gajelas dan nyulik aktivis. Cupu.",troublemaekers,970269609059262465,2025-09-23 15:28:18,2,0,0,0,1,95,in,tray,tray_umum_objek,https://x.com/troublemaekers/status/1970510544273842672,negara lain sibuk inovasi disini malah ngurusi ompreng mbg proyek gajelas dan nyulik aktivis cupu,negara lain sibuk inovasi sini malah ngurusi ompreng proyek gajelas nyulik aktivis cupu
1959965853568622952,"TONIGHT 🔴LIVE @ 20.30 WIB 
🎬: https://t.co/VWRSwj83S0

Spicy Talk malam ini kita bakal bahas demo sus di Jakarta, update udang radioaktif, gue cerita iri dan dengki gue terhadap scavenger hunt-nya Zohran Mamdani dan...tray MBG mengandum minyak babi??? https://t.co/zj0qxL6h4W",tilehopper,1249662133916192768,2025-08-25 13:07:28,13,1,4,0,1,1116,in,tray,tray_umum_objek,https://x.com/tilehopper/status/1959965853568622952,tonight live wib spicy talk malam ini kita bakal bahas demo sus di jakarta update udang radioaktif gue cerita iri dan dengki gue terhadap scavenger hunt nya zohran mamdani dan tray mbg mengandum minyak babi,tonight live wib spicy talk malam kita bakal bahas demo sus jakarta update udang radioaktif gue cerita iri dengki gue hadap scavenger hunt zohran mamdani tray mengandum minyak babi
1978225159799476571,Tolong koreksi kalo gue salah. Tp belio ini bikin video kek gini juga gak pas pesantren ambruk? Korupsi kuota haji? Pas nama NU disangkutpautin sama tambang? Pas tray MBG ada minyak babinya??????,lokastiti,16882586,2025-10-14 22:23:26,3,0,1,0,0,185,in,tray,tray_umum_objek,https://x.com/lokastiti/status/1978225159799476571,tolong koreksi kalo gue salah tp belio ini bikin video kek gini juga gak pas pesantren ambruk korupsi kuota haji pas nama nu disangkutpautin sama tambang pas tray mbg ada minyak babinya,tolong koreksi gue salah belio bikin video kek gin pas pesantren ambruk korupsi kuota haji pas nama disangkutpautin sama tambang pas tray ada minyak babi
1974061009150361997,"Soal Isu Minyak Babi, BPJPH Sebut Food Tray MBG Halal  https://t.co/6RmEUj9JyE",BloombergTZ,1582972008479920129,1759487795,0,0,1,0,0,124,in,tray,tray_umum_objek,https://x.com/BloombergTZ/status/1974061009150361997,soal isu minyak babi bpjph sebut food tray mbg halal,soal isu minyak babi bpjph sebut food tray halal
2045470035653890389,@xrigadir @_ Diem lu ompreng mbg,woohshik,881534466,1776513034,0,1,0,0,0,16,in,tray,tray_umum_objek,https://x.com/woohshik/status/2045470035653890389,diem lu ompreng mbg,diem ompreng
2045515136648261754,@wahabi92013848 @MiskinTV_ Ngomong apa sih,Temon84694331,1063256720951001089,1776523787,0,0,0,0,0,25,in,tray,tray_umum_objek,https://x.com/Temon84694331/status/2045515136648261754,ngomong apa sih,ngomong apa
2045552578038243837,HAh Anjg gw mimpiin apa ya apa gw brusan liat sesuatu gw lupa tp somebody looked sm like victoria neuman,gojonegoro,1824035066781253632,1776532713,0,0,0,0,0,11,in,tray,tray_umum_objek,https://x.com/gojonegoro/status/2045552578038243837,hah anjg gw mimpiin apa ya apa gw brusan liat sesuatu gw lupa tp somebody looked sm like victoria neuman,hah anjg mimpiin apa apa brusan liat sesuatu lupa somebody looked like victoria neuman
1973933197684846601,"SPPG Polri telah menerapkan sistem sanitasi ketat untuk memastikan program MBG higienis. Proses pencucian alat masak dan ompreng atau food tray MBG dilakukan dengan membersihkn sisa makanan hingga memanaskannya di dalam oven.
#LanjutkanMBG 

Bjorka Pigai Tele Totobrut Carey Irfan https://t.co/YnPjaUvSWj",ExxaLatifa,1307860511317352450,1759457322,1,0,0,0,0,474,in,tray,tray_umum_objek,https://x.com/ExxaLatifa/status/1973933197684846601,sppg polri telah menerapkan sistem sanitasi ketat untuk memastikan program mbg higienis proses pencucian alat masak dan ompreng atau food tray mbg dilakukan dengan membersihkn sisa makanan hingga memanaskannya di dalam oven lanjutkanmbg bjorka pigai tele totobrut carey irfan,polri telah terap sistem sanitasi ketat pasti higienis proses cuci alat masak ompreng food tray laku membersihkn sisa makan hingga panas dalam oven lanjutkanmbg bjorka pigai tele totobrut carey irfan
2045159767757533202,SIAP MENGAMBIL OMPRENG MBG DENGAN SEMANGAT 45!!! https://t.co/GHoygfBUD4,woonhakn,768117751483203584,1776439060,0,0,0,0,0,149,in,tray,tray_umum_objek,https://x.com/woonhakn/status/2045159767757533202,siap mengambil ompreng mbg dengan semangat,siap ambil ompreng semangat
