tweet_id,created_at,author_username,text_raw,text_clean,sentiment_label,topic,tweet_url,manual_keep,manual_topic_label,manual_issue_category,manual_design_implication,manual_notes
1964649636196692250,2025-09-07 11:19:09,bakanosan1,"@PNS_Ababil Iya, malah nambahin tugas guru, bagi2 MBG, bagi2 buah/pisang, kalau tidak habis di pisah masukin wadah/kresek makanan sisanya, hitung rantangnnya biar ngak hilang dan suruh ganti...",iya malah nambahin tugas guru bagi mbg bagi buah pisang kalau tidak habis di pisah masukin wadah kresek makanan sisanya hitung rantangnnya biar ngak hilang dan suruh ganti,netral,0,https://x.com/bakanosan1/status/1964649636196692250,,,,,
1964935555688595909,2025-09-08 06:15:17,pnggunaskitar_,ada benernya nih 🙂 piket MBG harus memastikan rantang ataupun ompreng utuh tetap jumlahnya,ada benernya nih piket mbg harus memastikan rantang ataupun ompreng utuh tetap jumlahnya,netral,2,https://x.com/pnggunaskitar_/status/1964935555688595909,,,,,
1959911350970560650,2025-08-25 09:30:54,barengwarga,"Coba tebak-tebakan, kenapa tray MBG yg dibeli dari china dipaksakan pakai label Made in indonesia?

Apakah keracunan diberbagai daerah ada hubungannya dengan zat berbahaya di tray makanan ini? https://t.co/jPhNUGZYSO",coba tebak tebakan kenapa tray mbg yg dibeli dari china dipaksakan pakai label made in indonesia apakah keracunan diberbagai daerah ada hubungannya dengan zat berbahaya di tray makanan ini,negatif,0,https://x.com/barengwarga/status/1959911350970560650,,,,,
1970510544273842672,2025-09-23 15:28:18,troublemaekers,"@gundammecha1 @olie9arki Negara lain sibuk inovasi, disini malah ngurusi ompreng MBG proyek gajelas dan nyulik aktivis. Cupu.",negara lain sibuk inovasi disini malah ngurusi ompreng mbg proyek gajelas dan nyulik aktivis cupu,netral,0,https://x.com/troublemaekers/status/1970510544273842672,,,,,
1959965853568622952,2025-08-25 13:07:28,tilehopper,"TONIGHT 🔴LIVE @ 20.30 WIB 
🎬: https://t.co/VWRSwj83S0

Spicy Talk malam ini kita bakal bahas demo sus di Jakarta, update udang radioaktif, gue cerita iri dan dengki gue terhadap scavenger hunt-nya Zohran Mamdani dan...tray MBG mengandum minyak babi??? https://t.co/zj0qxL6h4W",tonight live wib spicy talk malam ini kita bakal bahas demo sus di jakarta update udang radioaktif gue cerita iri dan dengki gue terhadap scavenger hunt nya zohran mamdani dan tray mbg mengandum minyak babi,netral,1,https://x.com/tilehopper/status/1959965853568622952,,,,,
1978225159799476571,2025-10-14 22:23:26,lokastiti,Tolong koreksi kalo gue salah. Tp belio ini bikin video kek gini juga gak pas pesantren ambruk? Korupsi kuota haji? Pas nama NU disangkutpautin sama tambang? Pas tray MBG ada minyak babinya??????,tolong koreksi kalo gue salah tp belio ini bikin video kek gini juga gak pas pesantren ambruk korupsi kuota haji pas nama nu disangkutpautin sama tambang pas tray mbg ada minyak babinya,netral,-1,https://x.com/lokastiti/status/1978225159799476571,,,,,
1974061009150361997,1759487795,BloombergTZ,"Soal Isu Minyak Babi, BPJPH Sebut Food Tray MBG Halal  https://t.co/6RmEUj9JyE",soal isu minyak babi bpjph sebut food tray mbg halal,netral,0,https://x.com/BloombergTZ/status/1974061009150361997,,,,,
2045470035653890389,1776513034,woohshik,@xrigadir @_ Diem lu ompreng mbg,diem lu ompreng mbg,netral,2,https://x.com/woohshik/status/2045470035653890389,,,,,
2045515136648261754,1776523787,Temon84694331,@wahabi92013848 @MiskinTV_ Ngomong apa sih,ngomong apa sih,netral,1,https://x.com/Temon84694331/status/2045515136648261754,,,,,
2045552578038243837,1776532713,gojonegoro,HAh Anjg gw mimpiin apa ya apa gw brusan liat sesuatu gw lupa tp somebody looked sm like victoria neuman,hah anjg gw mimpiin apa ya apa gw brusan liat sesuatu gw lupa tp somebody looked sm like victoria neuman,positif,1,https://x.com/gojonegoro/status/2045552578038243837,,,,,
1973933197684846601,1759457322,ExxaLatifa,"SPPG Polri telah menerapkan sistem sanitasi ketat untuk memastikan program MBG higienis. Proses pencucian alat masak dan ompreng atau food tray MBG dilakukan dengan membersihkn sisa makanan hingga memanaskannya di dalam oven.
#LanjutkanMBG 

Bjorka Pigai Tele Totobrut Carey Irfan https://t.co/YnPjaUvSWj",sppg polri telah menerapkan sistem sanitasi ketat untuk memastikan program mbg higienis proses pencucian alat masak dan ompreng atau food tray mbg dilakukan dengan membersihkn sisa makanan hingga memanaskannya di dalam oven lanjutkanmbg bjorka pigai tele totobrut carey irfan,positif,0,https://x.com/ExxaLatifa/status/1973933197684846601,,,,,
2045159767757533202,1776439060,woonhakn,SIAP MENGAMBIL OMPRENG MBG DENGAN SEMANGAT 45!!! https://t.co/GHoygfBUD4,siap mengambil ompreng mbg dengan semangat,netral,1,https://x.com/woonhakn/status/2045159767757533202,,,,,
1977373868399394940,1760277642,KabarMuh_ID,"Isu Minyak Babi di Foof Tray MBG, Badan Gizi Nasional Libatkan Majelis Tarjih https://t.co/XDPgm3eQXu",isu minyak babi di foof tray mbg badan gizi nasional libatkan majelis tarjih,netral,0,https://x.com/KabarMuh_ID/status/1977373868399394940,,,,,
2045540439185649728,1776529819,chemikeul,@_jaehoney_ hnggg iya tincasenya bikin inget ompreng mbg🥺,hnggg iya tincasenya bikin inget ompreng mbg,netral,2,https://x.com/chemikeul/status/2045540439185649728,,,,,
1979463643042582789,1760775883,ExxaLatifa,"Yukk bergabung dan ikut berkontribusi  dalam Forum Makan Bergizi Gratis (MBG) menjadi wadah kolaborasi bagi siapa pun yg peduli terhadap program gizi dan kesejahteraan masyarakat.
🔗 https://t.co/Zed9pu0vo2

#ForumMBG #LanjutkanMBG
.
Timothy JOSSGAWIN IN LOS ANGELES #JG1STFMINLA",yukk bergabung dan ikut berkontribusi dalam forum makan bergizi gratis mbg menjadi wadah kolaborasi bagi siapa pun yg peduli terhadap program gizi dan kesejahteraan masyarakat forummbg lanjutkanmbg timothy jossgawin in los angeles jg stfminla,netral,0,https://x.com/ExxaLatifa/status/1979463643042582789,,,,,
2045486168436093061,1776516880,TAERIYAKll,Vibes lu kayak ompreng mbg soalnya,vibes lu kayak ompreng mbg soalnya,netral,1,https://x.com/TAERIYAKll/status/2045486168436093061,,,,,
2045505027134128163,1776521376,g0ruyeon,ngantri ambil ompreng mbg kah guys? https://t.co/GnRFPv5smb,ngantri ambil ompreng mbg kah guys,netral,1,https://x.com/g0ruyeon/status/2045505027134128163,,,,,
2045509164202643713,1776522363,iyyam04z,@iyandoras ompreng mbg tapi isinya woonhak??,ompreng mbg tapi isinya woonhak,netral,2,https://x.com/iyyam04z/status/2045509164202643713,,,,,
2045535706815336859,1776528691,akkr19m,Physically men but... au ah takut jadi ompreng mbg,physically men but au ah takut jadi ompreng mbg,negatif,1,https://x.com/akkr19m/status/2045535706815336859,,,,,
2045331412610625681,1776479983,tiasshm,"@shutuppleasey @menuembegejelek Di minggu ini baru kejadian di kelasku, karena MBG ini sungguh menyita waktu guru kelas dan guru mapel yang udah kepotong 10 menit dan untuk berberes ompreng di kelas, datanglah orang bagian MBG mau bikin konten setelah kami tahfizh di kelas dan itu buat kesel ga kuramahin lantak",di minggu ini baru kejadian di kelasku karena mbg ini sungguh menyita waktu guru kelas dan guru mapel yang udah kepotong menit dan untuk berberes ompreng di kelas datanglah orang bagian mbg mau bikin konten setelah kami tahfizh di kelas dan itu buat kesel ga kuramahin lantak,netral,0,https://x.com/tiasshm/status/2045331412610625681,,,,,
2045405732607324379,1776497703,DidiSupard90648,"Tenaga honorer sekitar 100 - 500 rb / bulan, tukang cuci ompreng MBG 1,5 - 3 JT / bulan. 
Indonesia sakit
Pemimpinnya sakit
Penerima MBG keracunan
@prabowo 
@DPR_RI 
@mprgoid",tenaga honorer sekitar rb bulan tukang cuci ompreng mbg jt bulan indonesia sakit pemimpinnya sakit penerima mbg keracunan,netral,0,https://x.com/DidiSupard90648/status/2045405732607324379,,,,,
2045542491827699824,1776530309,kipiks,@Lavandula211 Coba nyari di pinterest 'ompreng MBG',coba nyari di pinterest ompreng mbg,netral,2,https://x.com/kipiks/status/2045542491827699824,,,,,
2045529286451564597,1776527160,_junconscious_,Akhirnya ada guna ompreng mbg yang lebih bermanfaat 🙂↕️👍🏽,akhirnya ada guna ompreng mbg yang lebih bermanfaat,netral,2,https://x.com/_junconscious_/status/2045529286451564597,,,,,
2045383150780756138,1776492319,bangjohnmlbb,"Ompreng MBG🗿
#mlbb #mobilelegend https://t.co/cFfHu8GELA",ompreng mbg mlbb mobilelegend,netral,2,https://x.com/bangjohnmlbb/status/2045383150780756138,,,,,
2045017529404571741,1776405148,deadlyscen3,@sainthoIe @decawarrna berubah jd ompreng mbg,berubah jd ompreng mbg,netral,2,https://x.com/deadlyscen3/status/2045017529404571741,,,,,
1976783074580181356,1760136786,gabutcuy657,"@faizal_abidin @Hak2015iim @tempodotco ya lu liat lah rakyat yang dipekerjakan juga tingkahnya gimana, udah dikasih kerjaan buat proses MBG tapi malah seenaknya nyuci ompreng, masak juga seenaknya, pdhl programnya udah bagus. beda pendapat kok ngatain buzzer, blokkkkk",ya lu liat lah rakyat yang dipekerjakan juga tingkahnya gimana udah dikasih kerjaan buat proses mbg tapi malah seenaknya nyuci ompreng masak juga seenaknya pdhl programnya udah bagus beda pendapat kok ngatain buzzer blokkkkk,positif,0,https://x.com/gabutcuy657/status/1976783074580181356,,,,,
1976751795805602258,1760129329,EMusiran,"@CNNIndonesia @Anita65219720 Stop MBG, yang hanya menjadi wadah untuk meracuni rakyat oleh para komunis",stop mbg yang hanya menjadi wadah untuk meracuni rakyat oleh para komunis,netral,0,https://x.com/EMusiran/status/1976751795805602258,,,,,
1976694532332007558,1760115676,WellyRosadi,"@sociotalker Lha, sekarang juga gurunya udah disuruh ngitung tray makan mbg. Justru kalau diserahkan ke kantin sekolah malah ada yg mengurus, dan itu bukan guru.",lha sekarang juga gurunya udah disuruh ngitung tray makan mbg justru kalau diserahkan ke kantin sekolah malah ada yg mengurus dan itu bukan guru,netral,0,https://x.com/WellyRosadi/status/1976694532332007558,,,,,
1976683255111033006,1760112987,awwahebot,"Hoaks jangan dibiarkan tumbuh subur 🚫
Fakta medis sudah jelas terbukti, ompreng MBG aman buat anak-anak kita ✨
Saatnya fokus pada manfaat, bukan fitnah 💪
#LanjutkanMBG https://t.co/H6BG0zycu7",hoaks jangan dibiarkan tumbuh subur fakta medis sudah jelas terbukti ompreng mbg aman buat anak anak kita saatnya fokus pada manfaat bukan fitnah lanjutkanmbg,positif,0,https://x.com/awwahebot/status/1976683255111033006,,,,,
1976666991097458976,1760109110,merseysideliv,"Emang kemaren yg keracunan dan yg cepet basi tuh akar permasalahannya di chef nya ya? Bukan di pendistribusian dan penyimpanan bahan baku? Bukan di pemilihan tempat pengelolaan MBG yg kemaren tray nya sampe nyampur sama air got?

Lalu solusinya hire chef?",emang kemaren yg keracunan dan yg cepet basi tuh akar permasalahannya di chef nya ya bukan di pendistribusian dan penyimpanan bahan baku bukan di pemilihan tempat pengelolaan mbg yg kemaren tray nya sampe nyampur sama air got lalu solusinya hire chef,negatif,0,https://x.com/merseysideliv/status/1976666991097458976,,,,,
1976439407084536247,1760054849,aeshin_go,@woonjuniee 😭😭 iyaaaa. yg alumunium gitu bukan?? yg kaya ompreng mbg?,iyaaaa yg alumunium gitu bukan yg kaya ompreng mbg,netral,-1,https://x.com/aeshin_go/status/1976439407084536247,,,,,
1976439403473232221,1760054848,miayam13rb,"@DakotaGeorgy @prabowo Trus suara dia soal ompreng MBG yg jelas2 ada suratnya terkontaminasi lard gimana? Katanya udah ke cina.
Kok gak ada suaranya?",trus suara dia soal ompreng mbg yg jelas ada suratnya terkontaminasi lard gimana katanya udah ke cina kok gak ada suaranya,negatif,-1,https://x.com/miayam13rb/status/1976439403473232221,,,,,
