"id","text","author_username","author_id","created_at","like_count","reply_count","retweet_count","quote_count","bookmark_count","impression_count","lang","conversation_id","hashtags","mentions","x_fetched_at"
"1979032735684661496","Presiden Prabowo nyatakan pemerintah perketat penerapan SOP  pelaksanaan program Makan Bergizi Gratis MBG untuk cegah insiden keracunan dan berbagai persoalan lainnya. Selain perketat pengawasan, SOP pihaknya juga beli peralatan-peralatan baru, filter untuk air, perangkat uji, sterilisasi air, dan sterilisasi ompreng.","pasfm","145121986","2025-10-17 03:52:27","0","0","0","0","0","34","in","1979032735684661496","[]","[]","2025-10-17 08:06:43"
"1960266000051372298","tl dr: 
-tray mbg dilabeli made in indonesia, tp sebenernya made in china
-ada batch yang pake stainless steel non foodgrade (pantes pada keracunan)
-ada label halal tapi pake lard","_waztra","395914689","2025-08-26 09:00:09","2","0","0","0","0","114","in","1960264794012844068","[]","[]","2025-09-16 21:45:03"
"1964649636196692250","@PNS_Ababil Iya, malah nambahin tugas guru, bagi2 MBG, bagi2 buah/pisang, kalau tidak habis di pisah masukin wadah/kresek makanan sisanya, hitung rantangnnya biar ngak hilang dan suruh ganti...","bakanosan1","1604650474724265985","2025-09-07 11:19:09","13","0","0","0","0","1529","in","1964632856619258322","[]","[""@PNS_Ababil""]","2025-09-13 16:22:08"
"1964935555688595909","ada benernya nih 🙂 piket MBG harus memastikan rantang ataupun ompreng utuh tetap jumlahnya","pnggunaskitar_","327195457","2025-09-08 06:15:17","0","0","0","0","0","27","in","1964935555688595909","[]","[]","2025-09-13 16:23:49"
"1965383920670965872","@grok @WorldStrategist @Trinhnomics While we're talking about MBG, please add the cases of food poisoning all around Indonesia and the latest scandal on the non-food grade tray.","1212MAonTWT","3704082012","2025-09-09 11:56:56","8","1","0","0","0","968","en","1965351793472496050","[]","[""@grok"",""@WorldStrategist"",""@Trinhnomics""]","2025-09-16 18:34:03"
"1969287629872250902","Kalau gue inget-inget pelajaran kimia sewaktu SMA, wajar sih ada hipotesis bahwa food tray yang saat ini banyak digunakan jadi salah satu potensi penyebab keracunan. Kalau ga salah, sebagian tray punya grade stainless steel 201 yang sebenarnya ini tuh kurang tahan sama lingkungan lembab, garam, atau panas tinggi karena kandungan mangan tinggi (5,5–7,5%), nikel rendah (3,5–5,5%), & kromium cuma (16–18%).

Tray MBG sudah pasti tuh kan sering terpapar air, deterjen, & residu makanan, yang secara teknis bisa merusak lapisan oksida kromium. Ada reaksi elektrokimia yaitu Fe + O2 + H2O → Fe(OH)2, alias membentuk Fe2O3 (karat). Hasilnya, timbul proses kontaminasi dari leaching logam di tray ke makanan. Mungkin pemikiran ini salah, tapi—

1. Menu MBG kan kadang ada sayur, buah, atau sausnya, yang sebenarnya itu semua bisa aja bersifat asam. Makanan asam (pH < 4,5, kayak tomat, jeruk, atau cuka) bahkan mempercepat korosi tray 201 melalui reaksi H+ dengan lapisan oksida, bikin leaching ion mangan (Mn), nikel (Ni), & kromium (Cr). Sialnya, mangan berlebih bisa bikin gangguan neurologis (tremor, kekakuan otot), sementara kontaminasi nikel memicu alergi kulit atau masalah pernapasan jangka panjang. Jadi apakah set menu super minimalis yang selama ini membagongkan kita ternyata tujuannya adalah supaya anak-anak ga terkontaminasi berlebih? 😵‍💫

2. Makanan panas (misal nasi atau sup) mengeluarkan energi thermal yang memfasilitasi difusi ion dari matriks logam. Ini bisa mempercepat laju migrasi ion sampai 10 kali lipat. Bisa aja proses ini bikin kemunculan timbal (Pb) yang lebih dari 0,01 mg/kg di tray 201. Kalau kita cek kadar ini sudah melebihi batas aman yang ditetapkan sama BPOM.

3. Kira-kira apa yang biasa kita pakai buat nyuci piring? Yak betul. Spons & sabun cuci piring. Kalau pencucian tray 201 memakai spons abrasif atau deterjen kuat (misal mengandung asam sitrat) maka lapisan pasivasi (Cr2O3) bisa terkikis sehingga mempercepat korosi. Bayangkan kalau ada dapur yang mencuci secara massal tanpa prosedur standar. Goresan atau penyok pada tray bisa bikin area tersebut menjadi anoda dalam sel korosi yang mempercepat leaching.

By the way, karena penerima manfaat MBG adalah anak-anak, maka tingkat kerentanannya lebih besar dan reaksi yang timbul bisa lebih cepat, karena metabolisme anak lebih tinggi dibanding orang dewasa.

Lalu bagaimana dengan kasus keracunan yang disebabkan bakteri kayak Salmonella atau E. Coli? Ini mungkin banget dan bisa kita kategorikan sebagai kontaminasi sekunder dari tray rusak atau treatment bahan makanan yang ga sesuai standar higienis. Cuma untuk kemungkinan ini, variabelnya lebih banyak, termasuk variabel ga terduga kayak tingkat imunitas seseorang.

Jadi gmn dong supaya anak-anak ga keracunan MBG? Jawabannya sungguh sederhana wahai bapak ibu sekalian. Intinya dimulai dengan bangun lebih pagi lagi wkwk.","jisatorio","1414492515143622662","2025-09-20 06:28:53","0","0","0","0","0","20","in","1969287629872250902","[]","[]","2025-09-25 11:10:57"
"1959911350970560650","Coba tebak-tebakan, kenapa tray MBG yg dibeli dari china dipaksakan pakai label Made in indonesia?

Apakah keracunan diberbagai daerah ada hubungannya dengan zat berbahaya di tray makanan ini? https://t.co/jPhNUGZYSO","barengwarga","1850558971779956736","2025-08-25 09:30:54","2529","53","861","80","273","61532","in","1959911350970560650","[]","[]","2025-08-25 11:26:24"
"1970510544273842672","@gundammecha1 @olie9arki Negara lain sibuk inovasi, disini malah ngurusi ompreng MBG proyek gajelas dan nyulik aktivis. Cupu.","troublemaekers","970269609059262465","2025-09-23 15:28:18","2","0","0","0","1","95","in","1970054275377332563","[]","[""@gundammecha1"",""@olie9arki""]","2025-09-24 17:04:34"
"1959965853568622952","TONIGHT 🔴LIVE @ 20.30 WIB 
🎬: https://t.co/VWRSwj83S0

Spicy Talk malam ini kita bakal bahas demo sus di Jakarta, update udang radioaktif, gue cerita iri dan dengki gue terhadap scavenger hunt-nya Zohran Mamdani dan...tray MBG mengandum minyak babi??? https://t.co/zj0qxL6h4W","tilehopper","1249662133916192768","2025-08-25 13:07:28","13","1","4","0","1","1116","in","1959965853568622952","[]","[]","2025-10-24 07:14:51"
"1978225159799476571","Tolong koreksi kalo gue salah. Tp belio ini bikin video kek gini juga gak pas pesantren ambruk? Korupsi kuota haji? Pas nama NU disangkutpautin sama tambang? Pas tray MBG ada minyak babinya??????","lokastiti","16882586","2025-10-14 22:23:26","3","0","1","0","0","185","in","1978225159799476571","[]","[]","2025-10-20 23:08:50"
